Preu;Zona;Superficie;Habitacions;Lavabos;Preu metre;Calefaccio;Aire acondicionat;Any construccio;Aparcament;Piscina;Ascensor;Planta;Consum;Venda/lloguer
130000;Poblenou-Zona Esportiva;42;1;1;3095;Si;No;2022;Si;No;Si;2;G;Venda
126000;Can Palet;93;3;1;1355;No;No;_;No;No;No;_;_;Venda
145000;Ca n�Aurell;50;1;1;2900;Si;Si;2005;Si;No;No;1;E;Venda
153000;Ca nﾴAurell;111;4;1;1378;No;No;1961;No;No;No;1;G;Venda
420000;Ca n�Anglada;275;4;2;1527;Si;Si;_;No;No;Si;_;G;Venda
149000;Les Arenes-La Gr�pia;88;3;1;1693;Si;No;_;No;No;No;_;G;Venda
145000;Torre-sana;65;2;1;2231;Si;No;2005;Si;No;Si;_;G;Venda
325000;Can Palet;434;5;2;749;Si;No;1978;Si;No;No;_;G;Venda
225000;Can Palet;157;4;1;1433;Si;No;_;No;No;No;_;F;Venda
135000;Can Parellada;77;3;1;1753;Si;No;_;No;No;Si;_;A;Venda
85000;Can Palet;98;4;2;867;Si;No;1973;No;No;No;4;E;Venda
158000;Can Roca;79;2;1;2000;Si;Si;1960;No;No;No;2;G;Venda
140000;Escoles;65;2;1;2154;Si;Si;2008;Si;No;Si;_;E;Venda
158000;Can Palet;86;3;1;1837;Si;No;2001;Si;No;Si;1;G;Venda
170000;Can Boada;76;3;1;2237;Si;No;1969;Si;No;No;1;G;Venda
120000;Sant Pere Nord;95;3;1;1263;No;No;_;No;No;No;_;G;Venda
195000;Les Arenes-La Gr�pia;101;3;2;1931;No;No;_;No;No;No;_;_;Venda
199000;Les Arenes-La Gr�pia;66;2;2;3015;No;No;_;No;No;No;_;_;Venda
156000;Les Arenes-La Gr�pia;53;2;1;2943;No;No;_;No;No;No;_;_;Venda
380000;Ca n�Anglada;277;4;3;1372;No;No;1965;Si;No;No;_;G;Venda
325000;Pere parres;104;4;2;3125;Si;Si;2012;Si;No;Si;_;C;Venda
206000;Can Palet;134;3;2;1537;Si;No;2003;Si;No;Si;_;E;Venda
148000;Escoles;75;4;1;1973;Si;Si;1972;No;No;Si;2;E;Venda
345000;Sant Pere;131;3;3;2634;Si;No;2022;No;No;No;1;G;Venda
295000;Torre-sana;250;3;2;1180;No;No;_;No;No;No;_;G;Venda
229900;Centre;60;2;1;3832;Si;No;2007;Si;No;Si;_;C;Venda
450000;Centre;185;3;3;2432;Si;Si;2020;Si;No;Si;_;G;Venda
150000;Can Jofresa;110;4;2;1364;No;No;1975;No;No;Si;9;G;Venda
150000;Ca n�Aurell;85;3;1;1765;Si;No;_;No;No;No;2;G;Venda
280000;Torre-sana;106;3;3;2642;Si;No;_;Si;No;Si;_;B;Venda
251000;Torre-sana;100;2;2;2510;Si;No;_;Si;No;Si;_;B;Venda
193000;Segle XX;86;2;1;2244;Si;No;2006;No;No;Si;_;G;Venda
130000;Sant Pere;_;_;_;_;No;No;_;No;No;No;_;G;Venda
310000;Ca n�Anglada;320;5;2;969;Si;No;1997;Si;No;No;_;G;Venda
160000;La Cogullada;80;4;1;2000;Si;No;1977;No;No;Si;2;D;Venda
196000;Can Boada;106;2;1;1849;Si;Si;1996;Si;No;Si;4;G;Venda
225000;Ca n�Aurell;82;2;2;2744;Si;No;_;No;No;Si;_;_;Venda
211000;Pere parres;66;2;1;3197;No;No;_;No;No;No;_;A;Venda
263000;Pere parres;89;3;2;2955;No;No;_;No;No;No;_;A;Venda
263000;Pere parres;89;3;2;2955;No;No;_;No;No;No;_;A;Venda
279000;Pere parres;89;3;2;3135;No;No;_;No;No;No;_;A;Venda
325000;Pere parres;110;3;2;2955;No;No;_;No;No;No;_;A;Venda
220000;Pere parres;84;3;2;2619;No;No;_;No;No;No;_;A;Venda
105000;Ca n�Anglada;59;1;1;1780;Si;No;2005;No;No;Si;_;E;Venda
201000;Ca n�Aurell;47;2;1;4277;Si;Si;_;Si;No;Si;_;A;Venda
320000;Ca n�Aurell;74;3;2;4324;Si;Si;_;Si;No;Si;_;A;Venda
394000;Ca n�Aurell;110;4;3;3582;Si;Si;_;Si;No;Si;_;A;Venda
226000;Ca n�Aurell;47;2;1;4809;Si;Si;_;Si;No;Si;_;A;Venda
222000;Ca n�Aurell;64;2;2;3469;Si;Si;_;Si;No;Si;_;A;Venda
272000;Ca n�Aurell;77;3;2;3532;Si;Si;_;Si;No;Si;_;A;Venda
399000;Ca n�Aurell;110;4;3;3627;Si;Si;_;Si;No;Si;_;A;Venda
158800;Sant Pere;105;3;1;1512;Si;Si;1982;No;No;No;1;D;Venda
164000;Pere parres;62;2;1;2645;No;No;_;No;No;No;_;A;Venda
207000;La Maurina;135;6;2;1533;No;No;1970;No;No;No;_;G;Venda
263000;Can Boada;118;3;2;2229;Si;Si;1995;Si;No;Si;1;G;Venda
219900;Ca n�Aurell;150;4;2;1466;Si;No;_;No;No;No;1;G;Venda
289900;Ca n�Aurell;133;4;2;2180;No;Si;_;No;No;Si;3;G;Venda
72100;Montserrat;65;3;1;1109;No;No;_;No;No;No;2;G;Venda
225000;La Maurina;183;4;2;1230;No;Si;1975;No;No;No;1;D;Venda
135000;Pere parres;62;3;1;2177;Si;No;1970;No;No;No;4;E;Venda
144000;Cementiri Vell;85;4;2;1694;Si;No;1984;No;No;Si;2;G;Venda
260000;Torre-sana;97;3;2;2680;Si;No;_;Si;No;Si;_;B;Venda
91600;Can Palet;70;3;1;1309;No;Si;_;No;No;No;2;G;Venda
199900;Escoles;85;3;1;2352;No;No;1974;Si;No;Si;_;G;Venda
157000;Ca n�Anglada;64;2;1;2453;Si;Si;2001;No;No;No;_;_;Venda
379000;Ca n�Aurell;196;4;3;1934;Si;Si;2022;Si;No;Si;5;G;Venda
287700;Ca n�Aurell;120;3;3;2398;Si;Si;2021;No;No;Si;_;G;Venda
135000;Can Boada;75;3;1;1800;Si;No;1971;No;No;Si;5;G;Venda
144900;Can Boada;93;4;2;1558;No;No;_;No;No;Si;_;G;Venda
147000;Can Jofresa;96;4;2;1531;No;No;1975;No;No;Si;9;E;Venda
175000;Can Palet;94;3;2;1862;No;No;_;No;No;No;_;_;Venda
141000;Ca n�Anglada;128;1;2;1102;Si;No;2008;No;No;Si;_;D;Venda
450000;Vallparad�s;118;3;3;3814;No;No;_;Si;No;No;_;_;Venda
465000;Vallparad�s;148;3;3;3142;No;No;_;Si;No;No;_;_;Venda
469000;Vallparad�s;130;3;3;3608;No;No;_;Si;No;No;_;_;Venda
109000;Sant Pere Nord;61;3;1;1787;No;Si;1973;No;No;No;_;G;Venda
125000;Ca n�Aurell;_;_;_;_;No;Si;_;No;No;Si;_;F;Venda
299900;Egara;165;4;2;1818;No;Si;1995;Si;No;No;_;G;Venda
209000;Ca n�Aurell;96;4;1;2177;Si;No;1971;No;No;Si;_;F;Venda
240000;La Maurina;200;4;2;1200;Si;No;_;Si;No;No;_;E;Venda
216000;Egara;225;3;1;960;Si;No;1961;No;No;No;_;G;Venda
325000;Escoles;_;_;_;_;Si;Si;2001;No;No;Si;3;G;Venda
120000;Can Roca;48;1;1;2500;Si;No;2004;No;No;Si;1;G;Venda
229900;Escoles;60;2;1;3832;Si;Si;2007;Si;No;Si;1;C;Venda
155000;Torre-sana;90;2;2;1722;Si;No;2008;Si;No;Si;_;E;Venda
265000;Vallparad�s;137;4;2;1934;Si;No;1988;No;No;Si;2;E;Venda
159000;Sant Pere Nord;50;2;1;3180;Si;No;2007;No;No;No;1;G;Venda
186800;Vallparad�s;_;_;_;_;No;No;_;No;No;No;_;_;Venda
186800;Vallparad�s;_;_;_;_;No;No;_;No;No;No;_;_;Venda
384000;Vallparad�s;_;_;_;_;No;No;_;No;No;No;_;_;Venda
136900;Vallparad�s;_;_;_;_;No;No;_;No;No;No;_;_;Venda
229000;Pere parres;_;_;_;_;No;No;_;No;No;No;_;_;Venda
238800;Vallparad�s;_;_;_;_;No;No;_;No;No;No;_;_;Venda
450000;Vallparad�s;_;_;_;_;No;No;_;No;No;No;_;_;Venda
195000;Les Arenes-La Gr�pia;_;_;_;_;No;No;_;No;No;No;_;_;Venda
245000;Les Arenes-La Gr�pia;_;_;_;_;No;No;_;No;No;No;_;_;Venda
263000;Pere parres;_;_;_;_;No;No;_;No;No;No;_;_;Venda
225000;Ca n�Aurell;85;3;2;2647;No;No;_;No;No;Si;_;_;Venda
168000;Can Palet;62;2;1;2710;Si;No;2007;No;No;Si;1;E;Venda
165000;Ca n�Aurell;49;2;1;3367;No;No;_;No;No;Si;_;_;Venda
225000;Ca n�Aurell;83;3;2;2711;No;No;_;No;No;Si;_;_;Venda
182500;Ca n�Anglada;182;4;2;1003;Si;No;1959;Si;No;No;_;G;Venda
106000;Ca nﾴAnglada;96;3;1;1104;No;No;_;No;No;No;_;G;Venda
136000;Cementiri Vell;94;3;1;1447;Si;Si;1970;No;No;Si;1;E;Venda
135500;Can Palet;69;2;2;1964;Si;No;2006;No;No;Si;5;F;Venda
206000;Can Palet;80;3;2;2575;Si;No;2003;Si;No;Si;_;G;Venda
162750;Segle XX;70;3;1;2325;Si;No;1999;No;No;Si;_;E;Venda
183860;Can Palet;87;3;2;2113;No;Si;2007;No;No;Si;_;D;Venda
166000;Can Palet;115;4;1;1443;No;No;1970;No;No;Si;_;G;Venda
163000;Sant Pere Nord;69;2;1;2362;No;No;2008;No;No;Si;_;D;Venda
187200;Can Palet;70;3;2;2674;Si;Si;1972;No;No;Si;4;G;Venda
121900;X�quer;70;3;1;1741;No;No;_;No;No;Si;3;G;Venda
287990;Les Arenes-La Gr�pia;280;4;2;1029;No;Si;2021;Si;No;No;_;C;Venda
223000;Centre;108;3;2;2065;Si;Si;1979;No;No;Si;2;G;Venda
149000;La Cogullada;85;4;2;1753;No;No;_;No;No;Si;3;E;Venda
223000;Torre-sana;94;3;2;2372;Si;No;_;Si;No;Si;_;B;Venda
144000;Ca n�Anglada;100;4;2;1440;Si;Si;1977;No;No;No;1;E;Venda
149900;Pl� del Bonaire;82;3;1;1828;Si;Si;1963;Si;No;No;1;G;Venda
224000;Les Arenes-La Gr�pia;94;3;2;2383;Si;Si;2004;Si;No;Si;1;G;Venda
147260;Ca n�Aurell;78;4;1;1888;Si;No;1975;No;No;Si;4;G;Venda
181000;La Maurina;190;2;2;953;Si;No;_;Si;No;No;2;G;Venda
94500;Sant Pere Nord;38;1;1;2487;Si;No;2008;No;No;Si;1;D;Venda
135960;Torre-sana;73;2;1;1862;Si;No;2003;No;No;Si;_;E;Venda
279000;Can Roca;78;2;2;3577;Si;Si;2000;Si;No;Si;7;D;Venda
162750;Les Arenes-La Gr�pia;143;4;1;1138;No;No;1957;No;No;No;_;G;Venda
119990;Ca n�Anglada;66;2;1;1818;Si;No;1967;No;No;No;2;E;Venda
158000;Can Palet;86;3;1;1837;Si;No;2001;Si;No;Si;1;G;Venda
238200;Vallparad�s;87;3;2;2738;No;No;_;Si;No;No;_;_;Venda
248200;Vallparad�s;87;3;2;2853;No;No;_;Si;No;No;_;_;Venda
328800;Vallparad�s;106;3;2;3102;No;No;_;Si;No;No;_;_;Venda
380200;Vallparad�s;136;4;3;2796;No;No;_;Si;No;No;_;_;Venda
359000;Sant Pere;200;7;1;1795;No;No;_;No;No;Si;_;G;Venda
149900;Poblenou-Zona Esportiva;95;2;1;1578;No;No;1960;No;No;No;_;C;Venda
147400;Segle XX;80;3;2;1843;No;No;_;No;No;Si;_;G;Venda
79000;Montserrat;58;3;1;1362;No;No;1956;No;No;No;2;G;Venda
75000;Ca n�Anglada;63;3;1;1190;Si;No;1973;No;No;No;3;G;Venda
179600;Sant Pere;50;2;1;3592;No;Si;1973;No;No;Si;_;D;Venda
164900;Sant Pere Nord;75;3;2;2199;Si;No;2002;No;No;Si;_;G;Venda
90000;La Maurina;72;4;1;1250;No;No;_;No;No;No;_;_;Venda
137000;Les Arenes-La Gr�pia;92;3;1;1489;Si;No;1960;No;No;Si;12;F;Venda
108000;La Maurina;103;3;1;1049;Si;No;1959;No;No;No;_;F;Venda
336000;Centre;210;3;3;1600;Si;Si;_;Si;No;No;3;F;Venda
155000;Sant Pere Nord;70;2;1;2214;Si;No;2006;Si;No;Si;2;G;Venda
200900;Cementiri Vell;144;3;2;1395;Si;No;1994;Si;No;Si;_;F;Venda
130000;Torre-sana;140;3;1;929;No;No;1969;Si;No;No;_;E;Venda
128400;Centre;58;1;1;2214;Si;No;_;No;No;Si;_;G;Venda
171000;Escoles;65;2;1;2631;Si;No;_;No;No;Si;_;B;Venda
213000;Escoles;99;3;2;2152;Si;No;_;No;No;Si;_;B;Venda
206000;Escoles;93;3;2;2215;Si;No;_;No;No;Si;_;B;Venda
172000;Escoles;76;2;2;2263;Si;No;_;No;No;Si;_;B;Venda
146000;Escoles;58;2;1;2517;Si;No;_;No;No;Si;_;B;Venda
135960;Torre-sana;63;2;3;2158;No;No;2003;No;No;No;1;E;Venda
525000;Centre;168;4;3;3125;Si;Si;_;Si;No;Si;6;E;Venda
145000;Les Arenes-La Gr�pia;78;3;1;1859;Si;No;1974;No;No;No;_;G;Venda
330000;Sant Pere;137;2;2;2409;Si;Si;1920;Si;No;No;_;G;Venda
348000;Can Roca;85;3;2;4094;No;No;_;No;No;No;_;_;Venda
315000;Can Roca;81;3;2;3889;No;No;_;No;No;No;_;_;Venda
298000;Can Roca;78;3;2;3821;No;No;_;No;No;No;_;_;Venda
275000;Can Roca;74;3;2;3716;No;No;_;No;No;No;_;_;Venda
245000;Sant Pere;85;2;2;2882;Si;No;2021;No;No;No;_;G;Venda
295000;Ca nﾴAnglada;_;_;_;_;No;No;_;No;No;No;_;_;Venda
236000;Egara;136;3;2;1735;Si;Si;_;No;No;No;_;G;Venda
237000;Escoles;96;3;2;2469;Si;No;_;No;No;Si;_;B;Venda
231000;Escoles;91;3;2;2538;Si;No;_;No;No;Si;_;B;Venda
212000;Escoles;99;3;2;2141;Si;No;_;No;No;Si;_;B;Venda
120000;La Cogullada;44;1;1;2727;Si;Si;2008;Si;No;Si;_;G;Venda
227000;Ca nﾴAnglada;_;_;_;_;No;No;_;No;No;No;_;_;Venda
165845;Ca nﾴAnglada;_;_;_;_;No;No;_;No;No;No;_;_;Venda
117100;Ca nﾴAnglada;_;_;_;_;No;No;_;No;No;No;_;_;Venda
136000;Ca n�Aurell;108;4;1;1259;No;No;1973;No;No;Si;1;G;Venda
80000;Egara;61;3;1;1311;No;No;1968;No;No;No;3;E;Venda
170000;Can Palet;80;3;2;2125;Si;No;2002;Si;No;Si;_;E;Venda
199000;Can Palet;100;3;2;1990;Si;No;_;No;No;No;_;G;Venda
292000;Can Roca;78;3;2;3744;No;No;_;No;No;No;_;_;Venda
305000;Can Roca;74;3;2;4122;No;No;_;No;No;No;_;_;Venda
93000;Montserrat;60;2;1;1550;Si;No;_;Si;No;Si;_;G;Venda
279000;Can Roca;118;2;2;2364;Si;Si;2000;Si;No;Si;7;_;Venda
125000;Sant Pere Nord;95;3;1;1316;No;No;_;No;No;No;_;G;Venda
235000;Ca n�Anglada;194;3;2;1211;No;No;_;Si;No;No;2;G;Venda
165000;Les Arenes-La Gr�pia;109;4;2;1514;No;No;_;Si;No;Si;_;G;Venda
240000;Can Palet;80;3;2;3000;Si;No;_;No;No;Si;_;G;Venda
93000;Ca nﾴAurell;85;3;1;1094;No;No;_;No;No;No;_;_;Venda
182000;Sant Pere Nord;220;3;2;827;No;No;1974;No;No;No;_;_;Venda
168000;Sant Pere;87;3;2;1931;Si;Si;1978;No;No;Si;_;E;Venda
200900;Escoles;92;3;2;2184;Si;No;1995;No;No;No;2;F;Venda
156000;La Maurina;70;1;2;2229;Si;No;2007;No;No;No;_;G;Venda
85000;Can Palet;98;4;1;867;Si;No;1973;No;No;No;_;E;Venda
92000;Sant Lloren�;64;2;1;1438;Si;No;1960;No;No;No;_;G;Venda
189000;Ca n�Anglada;316;3;2;598;No;No;1987;Si;No;No;2;G;Venda
120000;Can Roca;48;1;1;2500;Si;No;2004;No;No;Si;_;G;Venda
125000;Can Boada;84;4;1;1488;Si;No;1974;No;No;Si;2;G;Venda
229000;Roc Blanc;140;4;2;1636;Si;No;1956;No;No;No;_;G;Venda
148500;Can Boada;93;4;1;1597;Si;No;1979;No;No;Si;3;G;Venda
166500;Torre-sana;98;3;1;1699;No;No;_;No;No;Si;2;G;Venda
119000;Les Arenes-La Gr�pia;60;1;1;1983;No;No;_;No;No;Si;_;D;Venda
119000;Les Arenes-La Gr�pia;60;1;1;1983;No;No;_;No;No;Si;_;D;Venda
159900;Ca n�Aurell;75;2;1;2132;Si;No;1996;No;No;Si;2;G;Venda
155000;Sant Pere;90;3;1;1722;Si;Si;1975;No;No;Si;_;D;Venda
120000;Poblenou-Zona Esportiva;55;1;1;2182;Si;Si;1970;No;No;No;_;D;Venda
155000;Can Palet;90;4;2;1722;Si;No;1992;Si;No;Si;_;C;Venda
138000;Can Boada;86;3;1;1605;Si;No;1960;No;No;Si;_;D;Venda
79950;La Maurina;60;2;1;1333;No;Si;1965;No;No;No;_;D;Venda
255000;Ca n�Aurell;297;5;2;859;No;Si;_;No;No;No;_;G;Venda
194000;Sant Pere;91;4;1;2132;Si;Si;1965;No;No;Si;_;D;Venda
110500;Sant Pere Nord;62;2;1;1782;Si;No;2005;No;No;Si;_;E;Venda
109000;Can Palet;96;3;1;1135;No;No;_;No;No;No;_;E;Venda
109000;Can Palet;96;3;1;1135;No;No;_;No;No;No;_;E;Venda
146900;Can Jofresa;115;4;2;1277;No;No;_;No;No;Si;9;G;Venda
75000;Can Boada;60;3;1;1250;No;No;_;No;No;No;3;G;Venda
224900;Cementiri Vell;60;2;1;3748;Si;No;2007;Si;No;Si;1;D;Venda
260000;Centre;106;3;2;2453;Si;Si;1995;No;No;Si;2;G;Venda
197000;Escoles;85;2;1;2318;Si;No;2021;No;No;No;_;E;Venda
110000;Ca nﾴAurell;98;2;2;1122;No;No;1997;No;No;No;_;G;Venda
210000;Centre;95;3;1;2211;Si;No;_;No;No;Si;_;G;Venda
200000;Torre-sana;141;4;2;1418;Si;No;2003;Si;No;No;2;G;Venda
75000;Egara;68;2;1;1103;No;No;1958;No;No;No;_;E;Venda
195000;Escoles;91;4;2;2143;No;No;_;No;No;Si;_;G;Venda
330000;Sant Pere Nord;190;3;3;1737;Si;Si;2020;Si;No;Si;3;G;Venda
525000;Les Fonts;180;4;3;2917;Si;Si;1994;Si;No;No;_;G;Venda
108000;Ca n�Anglada;55;1;1;1964;Si;No;2008;No;No;Si;_;G;Venda
134900;Poblenou-Zona Esportiva;76;2;1;1775;Si;Si;1965;No;No;No;3;G;Venda
175000;Can Palet;94;3;2;1862;No;No;2000;No;No;Si;2;G;Venda
348000;Sant Pere Nord;153;3;3;2275;Si;No;2006;Si;No;No;_;D;Venda
79700;Egara;37;1;1;2154;Si;No;_;Si;No;Si;2;G;Venda
240000;Centre;112;4;2;2143;Si;Si;_;No;No;Si;5;G;Venda
95000;Ca n�Anglada;68;2;1;1397;Si;No;1969;No;No;No;_;G;Venda
157500;Torre-sana;85;2;1;1853;Si;No;2008;No;No;Si;_;G;Venda
156900;Ca n�Anglada;75;3;1;2092;Si;Si;_;No;No;Si;_;G;Venda
225000;Cementiri Vell;54;2;1;4167;No;Si;_;Si;No;Si;3;D;Venda
174000;Ca nﾴAnglada;136;5;2;1279;No;No;1970;No;No;No;2;G;Venda
120000;Can Roca;48;1;1;2500;Si;No;2004;No;No;Si;1;G;Venda
118470;Ca n�Aurell;_;_;_;_;No;Si;2009;No;No;Si;_;_;Venda
197000;La Maurina;118;3;2;1669;Si;No;1955;No;No;No;_;D;Venda
587500;Can Palet de Vista Alegre;500;4;5;1175;Si;Si;1998;Si;Si;No;_;E;Venda
206000;Les Fonts;84;3;1;2452;Si;Si;2003;Si;No;Si;_;A;Venda
169900;Sant Pere Nord;_;_;_;_;No;No;_;No;No;No;_;F;Venda
310000;Centre;138;4;2;2246;Si;Si;1973;Si;No;Si;_;E;Venda
185000;Sant Pere;_;_;_;_;No;No;_;No;No;No;_;_;Venda
195000;Les Arenes-La Gr�pia;95;3;2;2053;Si;Si;2004;Si;No;Si;_;G;Venda
105000;Pere parres;_;_;_;_;Si;Si;2006;Si;No;Si;1;G;Venda
180000;Sant Pere Nord;94;3;2;1915;Si;No;1996;No;No;Si;2;E;Venda
285000;Cementiri Vell;80;3;2;3563;Si;Si;_;Si;No;Si;_;G;Venda
295000;Cementiri Vell;80;3;2;3688;Si;Si;_;Si;No;Si;_;G;Venda
450000;Cementiri Vell;140;4;3;3214;Si;Si;_;Si;No;Si;_;G;Venda
475000;Cementiri Vell;120;5;3;3958;Si;Si;_;Si;No;Si;_;G;Venda
149000;Segle XX;100;4;2;1490;No;No;1980;No;No;Si;3;E;Venda
157500;Torre-sana;85;2;1;1853;No;No;2008;No;No;No;1;G;Venda
149900;Poblenou-Zona Esportiva;95;2;1;1578;No;No;1970;No;No;No;_;G;Venda
149000;Les Arenes-La Gr�pia;88;3;1;1693;Si;No;1975;No;No;No;1;G;Venda
170000;Escoles;98;4;1;1735;Si;No;1974;No;No;Si;_;G;Venda
186000;Poblenou-Zona Esportiva;85;2;2;2188;Si;No;2001;No;No;Si;2;E;Venda
110000;Egara;75;3;1;1467;Si;No;_;No;No;Si;_;G;Venda
158000;Centre;81;3;1;1951;No;No;1960;No;No;No;_;G;Venda
129000;Roc Blanc;47;2;1;2745;Si;Si;_;No;No;Si;2;_;Venda
420000;Ca n�Aurell;289;3;2;1453;Si;Si;_;Si;No;No;_;A;Venda
105000;Ca n�Anglada;74;3;1;1419;Si;Si;1977;No;No;No;1;G;Venda
124000;Sant Pere Nord;90;3;1;1378;No;No;1960;No;No;No;_;G;Venda
136000;Sant Pere Nord;100;3;1;1360;Si;Si;1958;No;No;No;_;G;Venda
118000;Can Boada;53;1;1;2226;Si;No;2005;No;No;Si;2;G;Venda
199900;Ca n�Aurell;100;4;1;1999;Si;No;_;No;No;Si;3;G;Venda
368000;Centre;250;3;2;1472;Si;Si;1995;Si;No;No;2;D;Venda
170000;Sant Pere;75;2;1;2267;Si;No;2006;No;No;Si;1;G;Venda
205000;Segle XX;84;2;2;2440;Si;Si;_;No;No;Si;2;E;Venda
188500;Poblenou-Zona Esportiva;95;3;2;1984;Si;Si;2002;Si;No;Si;1;D;Venda
145000;Can Palet;105;4;1;1381;No;No;1995;No;No;Si;4;G;Venda
158000;Can Palet;70;2;2;2257;Si;No;2000;Si;No;No;_;E;Venda
210200;Centre;94;3;1;2236;No;No;_;No;No;Si;_;_;Venda
303000;Pere parres;98;3;2;3092;Si;Si;_;No;No;Si;_;A;Venda
85000;Can Palet;97;4;1;876;No;No;_;No;No;No;_;_;Venda
115000;Egara;81;3;1;1420;No;No;1953;No;No;No;1;G;Venda
136000;Sant Pere Nord;107;3;1;1271;No;No;1970;No;No;No;_;G;Venda
368000;Pere parres;123;4;2;2992;Si;Si;_;No;No;Si;_;A;Venda
155000;Ca n�Anglada;83;2;1;1867;Si;Si;2001;No;No;Si;1;G;Venda
221000;Escoles;98;3;2;2255;Si;Si;_;Si;No;Si;_;_;Venda
58800;La Maurina;41;2;1;1434;No;No;_;No;No;No;_;G;Venda
275000;Centre;340;5;3;809;Si;Si;_;Si;No;No;3;G;Venda
510000;Centre;185;3;3;2757;Si;Si;1921;No;No;No;_;B;Venda
224900;Cementiri Vell;60;2;1;3748;Si;No;2007;Si;No;Si;_;C;Venda
164900;Sant Pere Nord;105;3;2;1570;No;No;_;No;No;No;_;_;Venda
95000;Ca nﾴAnglada;70;3;1;1357;No;No;_;No;No;No;_;E;Venda
489250;La Cogullada;277;6;2;1766;Si;No;1960;Si;No;No;_;D;Venda
251000;Can Roca;81;3;2;3099;No;No;_;No;No;No;_;_;Venda
244000;Can Roca;78;3;2;3128;No;No;_;No;No;No;_;_;Venda
247000;Can Roca;81;3;2;3049;No;No;_;No;No;No;_;_;Venda
242000;Can Roca;78;3;2;3103;No;No;_;No;No;No;_;_;Venda
360000;Ca n�Aurell;152;4;2;2368;Si;Si;1995;Si;No;Si;_;G;Venda
480000;Sant Pere;266;5;3;1805;No;Si;2020;Si;No;No;_;G;Venda
494000;Sant Pere;200;3;3;2470;Si;No;2017;Si;Si;No;_;D;Venda
1150000;Poblenou-Zona Esportiva;_;_;_;_;No;No;_;No;No;No;_;G;Venda
315000;Centre;143;3;2;2203;Si;Si;1968;No;No;Si;1;G;Venda
144535;Cementiri Vell;102;4;2;1417;No;No;1984;No;No;No;_;G;Venda
155000;Sant Pere Nord;70;2;1;2214;Si;No;2006;Si;No;Si;_;G;Venda
354900;Poblenou-Zona Esportiva;180;4;2;1972;Si;Si;1995;Si;No;No;_;E;Venda
240000;Poblenou-Zona Esportiva;121;3;1;1983;No;No;1961;No;No;No;_;G;Venda
69000;Sant Lloren�;61;2;1;1131;No;No;1960;No;No;No;4;G;Venda
260000;Centre;123;3;1;2114;Si;Si;1995;No;No;Si;_;G;Venda
280000;Vallparad�s;150;3;2;1867;Si;Si;_;Si;No;Si;1;G;Venda
89000;Sant Pere Nord;52;3;1;1712;Si;No;_;No;No;No;_;_;Venda
115000;Cementiri Vell;_;_;_;_;Si;Si;_;No;No;Si;_;G;Venda
99000;La Maurina;72;3;1;1375;Si;No;1979;No;No;No;4;E;Venda
220000;Ca n�Anglada;216;4;2;1019;Si;Si;_;Si;No;No;_;G;Venda
100500;Sant Pere Nord;39;1;1;2577;Si;No;2008;No;No;Si;2;C;Venda
195000;Escoles;91;3;2;2143;Si;Si;1980;No;No;Si;_;_;Venda
290000;Poblenou-Zona Esportiva;89;3;4;3258;Si;Si;_;No;No;Si;1;G;Venda
190000;Torre-sana;60;2;1;3167;Si;No;2008;Si;No;Si;1;E;Venda
216000;Ca n�Aurell;102;3;2;2118;Si;Si;2002;Si;No;Si;_;G;Venda
199900;Ca n�Aurell;126;4;1;1587;Si;No;1964;No;No;Si;3;G;Venda
345000;Centre;123;4;2;2805;Si;No;1985;Si;No;Si;2;G;Venda
126000;Can Palet;77;3;1;1636;No;No;1967;No;No;Si;2;E;Venda
243900;Sant Pere Nord;240;5;3;1016;Si;Si;1991;No;No;No;_;F;Venda
135700;Les Arenes-La Gr�pia;70;2;1;1939;Si;Si;1999;Si;No;Si;_;G;Venda
345000;Ca n�Aurell;140;3;2;2464;No;Si;2022;Si;No;No;_;G;Venda
189000;Sant Pere;93;3;1;2032;Si;No;_;No;No;Si;_;E;Venda
330000;Ca n�Aurell;221;3;3;1493;Si;Si;2005;Si;No;No;_;G;Venda
189000;Cementiri Vell;72;2;1;2625;Si;No;2004;No;No;Si;_;E;Venda
385000;Vallparad�s;163;4;3;2362;Si;No;2022;Si;No;No;_;G;Venda
207500;Centre;100;3;1;2075;Si;No;2003;Si;No;Si;_;E;Venda
165000;Escoles;85;4;1;1941;Si;No;1974;No;No;Si;1;E;Venda
110000;X�quer;85;4;1;1294;Si;No;1974;No;No;Si;_;E;Venda
116000;La Maurina;_;_;_;_;No;No;_;Si;No;No;_;G;Venda
225000;Sant Pere Nord;156;3;2;1442;Si;Si;_;Si;No;Si;_;G;Venda
150800;Can Parellada;110;3;1;1371;Si;Si;_;No;No;Si;_;E;Venda
140000;Can Palet;47;2;1;2979;Si;No;2011;No;No;Si;_;G;Venda
87000;Egara;79;3;1;1101;Si;No;1970;No;No;No;3;F;Venda
138900;Can Palet;100;4;1;1389;No;No;_;No;No;Si;_;D;Venda
149000;Les Arenes-La Gr�pia;80;2;1;1863;Si;No;2008;No;No;Si;2;C;Venda
180000;Can Palet;90;3;2;2000;No;Si;_;No;No;Si;4;E;Venda
190000;Vallparad�s;80;3;2;2375;Si;No;_;No;No;Si;_;E;Venda
220000;Escoles;116;4;2;1897;No;No;_;Si;No;Si;_;G;Venda
