Preu;Zona;Superficie;Habitacions;Lavabos;Preu metre;Calefaccio;Aire acondicionat;Any construccio;Aparcament;Piscina;Ascensor;Planta;Consum;Venda/lloguer
460000;Poblenou-Zona Esportiva;230;4;4;2000;Si;No;1956;Si;No;No;_;D;Venda
199000;Ca n�Aurell;92;4;1;2163;Si;No;1975;No;No;Si;_;F;Venda
420000;Ca n�Aurell;268;3;3;1567;Si;Si;_;Si;No;No;_;G;Venda
197000;Poblenou-Zona Esportiva;86;2;2;2291;Si;No;2002;Si;No;Si;_;E;Venda
395000;Can Parellada;_;_;_;_;Si;Si;_;Si;No;No;_;G;Venda
93000;Torre-sana;44;1;1;2114;Si;No;2010;No;No;Si;_;E;Venda
169000;Sant Pere Nord;220;3;1;768;No;No;1974;Si;No;No;_;_;Venda
207000;Pere parres;70;3;2;2957;Si;Si;2011;Si;No;No;_;G;Venda
400000;Can Palet de Vista Alegre;213;3;2;1878;Si;Si;_;Si;Si;No;_;G;Venda
131500;Torre-sana;70;2;2;1879;Si;No;2003;No;No;Si;_;G;Venda
131500;Les Arenes-La Gr�pia;79;3;1;1665;Si;No;1974;No;No;Si;_;F;Venda
152700;Cementiri Vell;97;4;1;1574;Si;No;1972;No;No;Si;_;G;Venda
249000;Escoles;109;4;1;2284;Si;Si;1982;Si;No;Si;_;E;Venda
179900;Torre-sana;68;2;1;2646;Si;Si;2003;Si;No;Si;_;G;Venda
460000;Poblenou-Zona Esportiva;230;4;3;2000;Si;Si;1956;Si;No;No;_;D;Venda
209510;Sant Pere;165;2;1;1270;No;No;1973;No;No;Si;_;G;Venda
85000;Sant Pere Nord;90;3;1;944;Si;No;1979;No;No;No;_;G;Venda
129000;Sant Pere Nord;91;3;1;1418;No;No;1960;No;No;No;_;G;Venda
179000;Cementiri Vell;85;4;1;2106;Si;No;1970;No;No;Si;_;E;Venda
249000;Poblenou-Zona Esportiva;92;3;2;2707;Si;Si;2000;Si;No;Si;_;G;Venda
215000;Egara;225;3;1;956;Si;Si;_;No;No;No;_;G;Venda
165000;Can Jofresa;110;4;1;1500;No;No;1975;No;No;Si;_;E;Venda
275000;Can Palet de Vista Alegre;136;3;2;2022;No;No;2007;No;No;No;_;_;Venda
273500;Poblenou-Zona Esportiva;105;2;2;2605;No;Si;2000;Si;No;Si;7;G;Venda
379000;Les Martines;310;6;2;1223;No;No;1960;Si;Si;No;_;E;Venda
256800;Torre-sana;189;3;2;1359;Si;Si;_;Si;No;No;_;G;Venda
80300;Sant Lloren�;61;3;1;1316;Si;No;1960;No;No;No;_;G;Venda
265000;Ca n�Aurell;100;3;2;2650;Si;Si;2020;Si;No;Si;2;G;Venda
205000;Can Palet;135;3;2;1519;Si;Si;2003;No;No;Si;_;G;Venda
80300;Sant Lloren�;_;_;_;_;Si;No;1960;No;No;No;_;G;Venda
199000;Centre;229;4;2;869;No;No;_;No;No;No;_;_;Venda
134000;Pere parres;90;3;1;1489;No;No;1976;No;No;No;_;F;Venda
259000;Can Roca;94;3;2;2755;Si;Si;2005;Si;No;Si;_;G;Venda
87500;Les Arenes-La Gr�pia;80;4;1;1094;No;No;1974;No;No;No;_;G;Venda
380000;Segle XX;248;3;2;1532;Si;No;2022;Si;No;No;_;E;Venda
97000;Sant Pere;57;2;1;1702;No;Si;1950;No;No;No;_;G;Venda
395000;Torre-sana;375;4;2;1053;Si;Si;1987;No;No;No;_;E;Venda
159500;Les Arenes-La Gr�pia;80;3;1;1994;Si;No;1994;No;No;Si;_;G;Venda
160000;Ca n�Aurell;70;2;1;2286;Si;No;1996;No;No;Si;_;G;Venda
220000;Ca n�Anglada;234;4;2;940;Si;No;_;Si;No;No;_;G;Venda
180000;Centre;139;5;1;1295;No;No;1910;No;No;No;_;G;Venda
111260;Ca n�Anglada;58;1;1;1918;Si;Si;_;No;No;Si;_;E;Venda
145000;Sant Pere Nord;105;4;1;1381;Si;No;_;No;No;Si;_;G;Venda
111000;La Maurina;99;4;2;1121;Si;No;1956;No;No;No;_;_;Venda
112000;Centre;49;1;1;2286;Si;Si;2002;No;No;Si;_;F;Venda
263000;Can Palet;143;7;2;1839;Si;No;1944;Si;No;No;_;G;Venda
80300;Sant Lloren�;61;3;1;1316;Si;No;1960;No;No;No;_;G;Venda
179000;Sant Pere Nord;105;3;2;1705;Si;No;2002;No;No;Si;_;G;Venda
149900;Ca n�Aurell;68;2;1;2204;Si;No;1996;No;No;No;2;E;Venda
250890;Torre-sana;195;3;2;1287;Si;No;2005;Si;No;Si;_;E;Venda
206900;Les Fonts;100;2;2;2069;Si;Si;2003;Si;No;Si;_;D;Venda
90000;La Maurina;70;3;1;1286;No;No;1966;No;No;No;_;_;Venda
109000;Can Palet;66;3;1;1652;No;No;1965;No;No;No;_;_;Venda
168000;Sant Pere;87;3;2;1931;Si;Si;1978;No;No;Si;_;E;Venda
153900;Can Palet;96;3;2;1603;Si;Si;2003;No;No;Si;_;D;Venda
165000;Segle XX;78;2;1;2115;Si;No;_;No;No;Si;_;D;Venda
144000;Ca nﾴAnglada;78;3;1;1846;No;No;1971;No;No;No;_;G;Venda
259000;Can Roca;94;3;2;2755;Si;Si;2005;Si;No;Si;_;G;Venda
149000;Les Arenes-La Gr�pia;88;3;1;1693;Si;Si;_;No;No;Si;_;F;Venda
420000;Les Fonts;160;4;3;2625;Si;Si;2022;Si;No;No;_;A;Venda
165000;Ca n�Aurell;50;2;1;3300;Si;Si;2021;No;No;Si;_;G;Venda
225000;Ca n�Aurell;86;3;2;2616;Si;Si;2021;No;No;Si;_;G;Venda
435800;Vallparad�s;153;3;3;2848;Si;Si;_;Si;No;No;_;A;Venda
339000;Poblenou-Zona Esportiva;316;3;1;1073;Si;No;1978;Si;No;No;_;G;Venda
128500;Sant Pere Nord;73;3;1;1760;No;Si;1970;No;No;Si;_;E;Venda
275000;Centre;230;4;3;1196;Si;Si;_;No;No;No;_;G;Venda
159000;Poblenou-Zona Esportiva;194;1;1;820;No;No;_;Si;No;No;_;D;Venda
259000;Can Roca;94;3;2;2755;Si;Si;2005;Si;No;Si;_;G;Venda
97000;Sant Pere;57;2;1;1702;Si;Si;1950;No;No;No;_;G;Venda
97000;Sant Pere;57;2;1;1702;Si;Si;1950;No;No;No;_;G;Venda
144800;Can Boada;100;4;2;1448;No;No;_;No;No;Si;_;G;Venda
134000;Pere parres;90;3;1;1489;No;No;1976;No;No;No;_;F;Venda
145000;Ca n�Aurell;68;2;1;2132;Si;No;1978;No;No;Si;_;G;Venda
159900;Ca n�Aurell;73;2;2;2190;No;No;2008;Si;No;Si;_;G;Venda
112000;Centre;49;1;1;2286;Si;No;2002;No;No;Si;_;F;Venda
225000;Ca n�Aurell;82;3;2;2744;Si;Si;2021;No;No;Si;_;A;Venda
165000;Ca n�Aurell;49;2;1;3367;Si;Si;2021;No;No;Si;_;A;Venda
336000;Les Arenes-La Gr�pia;177;5;2;1898;Si;Si;2003;Si;No;Si;_;D;Venda
168000;Sant Pere;_;_;_;_;No;Si;_;No;No;Si;_;E;Venda
354000;Sant Pere Nord;237;3;3;1494;Si;No;2006;Si;No;No;_;D;Venda
185000;Sant Pere;87;3;2;2126;Si;Si;1978;No;No;Si;_;E;Venda
379000;Les Martines;310;6;2;1223;No;No;1980;No;Si;No;_;E;Venda
239900;Egara;200;3;2;1200;Si;No;1991;No;No;No;_;G;Venda
257000;Les Arenes-La Gr�pia;179;3;2;1436;Si;No;2002;Si;No;Si;_;E;Venda
379000;Les Martines;310;6;2;1223;No;No;1980;Si;Si;No;_;E;Venda
118000;Can Boada;53;1;1;2226;Si;No;2005;No;No;Si;_;G;Venda
216000;Can Palet;85;3;2;2541;Si;No;2005;No;No;Si;_;G;Venda
167000;Sant Pere;90;4;2;1856;No;No;1974;No;No;Si;_;G;Venda
92400;Torre-sana;66;3;1;1400;No;No;1976;No;No;No;_;E;Venda
259000;Ca n�Aurell;109;3;2;2376;Si;No;1992;No;No;Si;_;G;Venda
225000;Ca n�Aurell;82;3;2;2744;Si;Si;2021;No;No;Si;_;_;Venda
80995;Ca n�Aurell;46;1;1;1761;Si;Si;2008;Si;No;Si;_;_;Venda
243000;Torre-sana;195;3;2;1246;Si;Si;2004;Si;No;Si;_;E;Venda
85000;Can Palet;75;3;1;1133;Si;No;_;No;No;No;4;A;Venda
224900;Cementiri Vell;60;2;1;3748;Si;Si;2007;No;No;Si;_;C;Venda
109000;Les Arenes-La Gr�pia;75;3;1;1453;No;No;1970;No;No;No;_;G;Venda
141000;Ca n�Anglada;111;1;2;1270;Si;No;2008;No;No;Si;3;D;Venda
107000;Ca nﾴAnglada;90;3;1;1189;No;No;1960;No;No;No;_;G;Venda
129900;La Maurina;102;2;2;1274;Si;No;1930;No;No;No;_;E;Venda
118000;Centre;53;1;1;2226;Si;Si;2005;No;No;Si;_;G;Venda
399000;Ca nﾴAurell;_;_;_;_;No;No;1931;No;No;No;_;G;Venda
112260;Ca n�Anglada;58;2;1;1936;Si;No;2008;No;No;Si;_;E;Venda
139000;Egara;105;3;2;1324;Si;No;1979;No;No;Si;_;G;Venda
175000;Ca n�Aurell;92;3;2;1902;Si;Si;2001;Si;No;Si;_;_;Venda
250890;Montserrat;195;3;2;1287;Si;No;2005;Si;No;Si;_;E;Venda
399900;Can Palet de Vista Alegre;213;2;2;1877;Si;Si;2000;No;Si;No;_;G;Venda
202500;Torre-sana;141;4;2;1436;Si;No;2003;Si;No;No;_;G;Venda
393000;Centre;156;3;3;2519;Si;Si;2002;Si;No;No;_;G;Venda
160900;Centre;85;3;1;1893;Si;Si;1975;No;No;No;_;G;Venda
175500;Segle XX;81;3;1;2167;Si;Si;1979;No;No;Si;_;G;Venda
185000;X�quer;98;4;2;1888;Si;No;2003;Si;No;Si;_;G;Venda
84000;Can Palet;73;2;1;1151;Si;No;_;No;No;No;4;F;Venda
238900;La Maurina;153;3;2;1561;Si;Si;1950;Si;No;No;_;G;Venda
113500;X�quer;90;3;1;1261;No;No;1976;No;No;Si;_;G;Venda
65700;Ca nﾴAnglada;64;3;1;1027;No;No;1968;No;No;No;_;G;Venda
89900;Sant Lloren�;80;4;1;1124;No;No;1972;No;No;No;_;G;Venda
360000;Vallparad�s;136;4;3;2647;Si;Si;_;Si;No;Si;_;A;Venda
299000;Vallparad�s;111;3;2;2694;Si;Si;_;Si;No;Si;_;A;Venda
300000;Escoles;180;4;3;1667;Si;Si;_;Si;No;Si;_;G;Venda
211000;Poblenou-Zona Esportiva;110;3;2;1918;Si;No;1990;No;No;Si;_;_;Venda
259000;Pere parres;146;4;2;1774;Si;No;2005;No;No;No;_;_;Venda
135960;Torre-sana;85;2;2;1600;Si;No;2003;Si;No;Si;_;E;Venda
115000;Ca n�Aurell;65;3;1;1769;Si;No;1972;No;No;No;_;G;Venda
330000;Les Arenes-La Gr�pia;263;5;3;1255;Si;No;1995;Si;No;No;_;G;Venda
159000;Ca n�Aurell;63;2;2;2524;Si;Si;2008;No;No;Si;_;G;Venda
238000;Les Arenes-La Gr�pia;95;3;2;2505;Si;No;2022;No;No;Si;_;B;Venda
195000;Les Arenes-La Gr�pia;101;3;2;1931;Si;No;2022;No;No;Si;_;B;Venda
225000;Ca n�Anglada;239;5;2;941;Si;No;1963;Si;No;No;_;G;Venda
149000;Sant Pere;87;3;1;1713;No;Si;1975;No;No;Si;_;G;Venda
249000;Poblenou-Zona Esportiva;135;3;2;1844;Si;Si;2000;Si;No;Si;_;G;Venda
253000;Les Arenes-La Gr�pia;115;4;2;2200;Si;No;1991;No;No;Si;_;G;Venda
241900;La Cogullada;160;2;2;1512;Si;Si;2002;Si;No;Si;_;G;Venda
354000;Sant Pere Nord;237;3;3;1494;Si;No;2006;Si;No;No;_;D;Venda
325000;Roc Blanc;170;3;1;1912;Si;Si;_;Si;No;No;_;G;Venda
194900;Can Palet de Vista Alegre;194;3;2;1005;No;No;1975;Si;No;No;_;E;Venda
460000;Ca n�Aurell;271;4;4;1697;Si;Si;_;Si;No;No;_;G;Venda
149000;Sant Pere;78;2;1;1910;Si;No;1994;No;No;Si;_;E;Venda
155000;Cementiri Vell;85;2;1;1824;Si;No;1970;No;No;Si;_;G;Venda
141900;Escoles;81;3;1;1752;Si;Si;1974;No;No;Si;_;G;Venda
124000;La Maurina;91;3;1;1363;Si;No;1968;No;No;No;_;_;Venda
142000;Escoles;81;3;1;1753;Si;Si;1974;No;No;Si;_;G;Venda
168000;Roc Blanc;209;3;1;804;No;No;_;No;No;No;_;G;Venda
154000;Ca nﾴAnglada;80;3;2;1925;No;No;_;No;No;No;_;G;Venda
298500;La Maurina;246;3;1;1213;Si;Si;_;Si;No;No;_;G;Venda
179500;La Maurina;100;3;1;1795;Si;No;1960;Si;No;No;_;G;Venda
83000;Ca nﾴAurell;86;3;1;965;No;No;1972;No;No;No;_;_;Venda
112000;Centre;49;1;1;2286;No;Si;2001;No;No;No;_;F;Venda
114500;La Maurina;90;3;1;1272;Si;No;1973;No;No;No;_;G;Venda
97500;Ca nﾴAnglada;85;3;1;1147;No;No;1971;No;No;No;_;G;Venda
146000;La Cogullada;78;2;1;1872;No;No;2008;No;No;Si;_;D;Venda
76000;Ca nﾴAnglada;68;2;1;1118;No;No;1962;No;No;No;_;F;Venda
177990;Poblenou-Zona Esportiva;102;3;1;1745;Si;Si;1970;No;No;No;_;G;Venda
179000;Sant Pere Nord;94;3;2;1904;Si;No;1996;No;No;Si;_;E;Venda
174000;Can Roca;75;3;1;2320;Si;No;1960;No;No;No;_;E;Venda
289000;La Maurina;140;3;2;2064;Si;Si;1930;No;No;No;_;G;Venda
225000;Can Boada;110;4;2;2045;No;Si;1979;No;No;Si;_;G;Venda
409000;Sant Pere Nord;257;5;3;1591;Si;Si;1991;Si;No;No;_;E;Venda
115000;Ca nﾴAnglada;75;3;1;1533;No;No;1968;No;No;No;_;G;Venda
139900;Can Jofresa;87;3;1;1608;No;No;1975;No;No;Si;_;G;Venda
185000;Cementiri Vell;75;2;1;2467;Si;No;2004;No;No;Si;_;G;Venda
168000;Sant Pere;87;3;3;1931;Si;Si;1978;No;No;Si;_;E;Venda
125000;La Maurina;46;1;1;2717;Si;No;2006;No;No;Si;_;_;Venda
106000;La Maurina;72;3;1;1472;Si;No;1978;No;No;No;_;G;Venda
237900;Sant Pere;90;3;2;2643;Si;Si;2004;Si;No;Si;_;E;Venda
226900;Ca n�Anglada;207;3;3;1096;Si;No;1994;Si;No;No;_;G;Venda
167900;La Cogullada;129;3;1;1302;Si;Si;1992;No;No;No;_;G;Venda
169000;Ca n�Aurell;80;3;2;2113;Si;No;_;No;No;Si;_;G;Venda
420000;Les Martines;140;4;2;3000;Si;Si;_;No;No;No;_;G;Venda
149000;Can Palet;85;2;2;1753;Si;Si;2000;Si;No;Si;_;G;Venda
140000;Poblenou-Zona Esportiva;90;4;1;1556;No;No;1964;No;No;No;_;G;Venda
115500;Sant Pere Nord;72;3;1;1604;Si;No;1966;No;No;No;_;G;Venda
195000;La Cogullada;252;4;3;774;No;No;1958;Si;No;No;_;_;Venda
340000;Can Palet de Vista Alegre;112;3;3;3036;Si;Si;_;No;Si;No;_;G;Venda
256000;La Cogullada;120;2;2;2133;Si;Si;2003;Si;No;Si;_;D;Venda
149500;Can Palet;91;3;1;1643;Si;No;1973;No;No;No;_;G;Venda
124900;Can Palet;77;3;1;1622;No;No;1967;No;No;Si;_;G;Venda
255000;Centre;87;3;2;2931;Si;Si;1968;No;No;Si;_;D;Venda
396000;Ca n�Aurell;190;3;2;2084;Si;No;1934;No;No;No;_;G;Venda
95000;Ca n�Anglada;70;2;1;1357;Si;No;2009;No;No;Si;_;G;Venda
155900;Egara;86;3;1;1813;Si;Si;1966;No;No;Si;_;G;Venda
225000;Ca nﾴAurell;202;4;1;1114;No;No;1950;No;No;No;_;G;Venda
305000;Centre;235;4;5;1298;No;No;1952;No;No;No;_;G;Venda
97500;Ca nﾴAnglada;79;3;1;1234;No;No;1971;No;No;No;_;G;Venda
156000;Segle XX;98;2;1;1592;Si;No;2000;Si;No;Si;_;E;Venda
129990;Segle XX;82;2;1;1585;Si;Si;1944;No;No;No;_;G;Venda
193900;Ca n�Aurell;71;3;2;2731;Si;Si;2003;No;No;Si;_;G;Venda
142900;La Cogullada;60;2;1;2382;Si;No;2005;No;No;Si;_;G;Venda
176000;Escoles;105;4;2;1676;No;No;1976;No;No;Si;_;E;Venda
285000;Poblenou-Zona Esportiva;91;2;2;3132;Si;Si;2000;Si;No;No;_;G;Venda
180000;La Maurina;185;2;2;973;Si;No;1960;Si;No;No;_;F;Venda
390000;Can Palet de Vista Alegre;180;3;2;2167;Si;No;2000;No;Si;No;_;G;Venda
236000;Sant Pere;103;3;1;2291;Si;Si;1959;Si;No;No;1;E;Venda
85000;Ca nﾴAnglada;77;3;1;1104;No;No;1968;No;No;No;_;G;Venda
245000;Les Arenes-La Gr�pia;131;3;2;1870;Si;Si;1991;No;No;Si;3;E;Venda
145000;Ca n�Anglada;152;4;1;954;No;Si;1958;No;No;No;_;G;Venda
148000;Ca n�Anglada;75;3;1;1973;Si;Si;1972;No;No;Si;2;E;Venda
120000;Can Palet;77;3;1;1558;No;No;_;No;No;Si;_;G;Venda
218000;Can Palet;110;3;2;1982;Si;No;2004;No;No;Si;_;G;Venda
131500;Ca nﾴAnglada;85;4;1;1547;No;No;1965;No;No;No;_;G;Venda
98000;Can Palet;75;3;1;1307;No;No;1967;No;No;Si;_;G;Venda
129000;Can Boada;90;3;1;1433;No;No;1960;No;No;No;_;G;Venda
194000;Roc Blanc;85;3;2;2282;Si;No;1996;No;No;Si;_;G;Venda
125000;Cementiri Vell;79;1;1;1582;Si;Si;1971;No;No;Si;_;G;Venda
162000;Cementiri Vell;76;2;1;2132;Si;No;1998;No;No;Si;_;_;Venda
257000;Can Palet;139;4;2;1849;Si;Si;2000;Si;No;Si;3;E;Venda
146900;Can Boada;85;4;2;1728;No;No;1979;No;No;Si;_;G;Venda
214000;Centre;75;2;2;2853;Si;Si;2004;Si;No;Si;_;E;Venda
165000;Can Palet;200;6;2;825;No;No;1940;No;No;No;_;G;Venda
120000;Can Roca;48;1;1;2500;Si;No;2004;No;No;Si;_;G;Venda
224900;Cementiri Vell;60;2;1;3748;Si;Si;2007;Si;No;Si;_;C;Venda
185000;Can Palet;153;2;1;1209;No;No;1935;No;No;No;_;E;Venda
95000;Ca n�Anglada;74;3;1;1284;No;No;1974;No;No;Si;_;G;Venda
396000;Centre;191;3;2;2073;Si;No;1934;No;No;No;_;G;Venda
317500;Sant Pere Nord;210;4;2;1512;Si;No;1993;No;No;No;_;G;Venda
98900;Ca n�Anglada;72;3;2;1374;Si;No;1950;No;No;No;_;G;Venda
396000;Ca n�Aurell;190;3;2;2084;Si;No;1934;No;No;No;_;G;Venda
330000;Roc Blanc;164;4;2;2012;Si;No;1998;Si;No;No;_;D;Venda
156200;La Cogullada;63;2;1;2479;Si;No;2008;Si;No;Si;_;G;Venda
179000;Torre-sana;92;3;2;1946;Si;No;_;No;No;No;_;G;Venda
200000;Torre-sana;72;2;2;2778;Si;Si;2007;No;No;Si;_;D;Venda
152000;Can Palet;107;3;1;1421;No;No;1973;No;No;No;_;G;Venda
360000;Les Fonts;140;3;2;2571;Si;No;2005;Si;No;No;1;D;Venda
167000;Segle XX;84;3;1;1988;Si;No;1999;No;No;Si;_;G;Venda
175500;Segle XX;81;3;1;2167;Si;Si;1979;No;No;Si;3;G;Venda
172500;Sant Pere Nord;88;3;1;1960;Si;No;2005;No;No;Si;_;G;Venda
240000;La Maurina;170;4;2;1412;Si;No;1958;Si;No;No;_;E;Venda
159900;Sant Pere Nord;_;_;_;_;No;No;1974;No;No;No;_;_;Venda
219000;Ca nﾴAurell;150;4;1;1460;No;No;1979;No;No;No;_;G;Venda
250000;Sant Pere;132;4;2;1894;No;No;1980;No;No;Si;_;_;Venda
110600;Egara;79;3;1;1400;No;No;1965;No;No;No;_;G;Venda
167000;Centre;79;3;1;2114;Si;No;_;No;No;No;_;G;Venda
165000;Ca n�Aurell;49;2;2;3367;Si;Si;_;No;No;Si;_;_;Venda
157000;Can Jofresa;82;3;1;1915;Si;No;1975;No;No;Si;_;F;Venda
63000;Ca nﾴAnglada;70;3;1;900;No;No;1969;No;No;No;_;G;Venda
185000;Can Palet;153;2;1;1209;No;No;1972;No;No;No;_;E;Venda
144900;Can Parellada;97;4;1;1494;Si;No;_;No;No;Si;_;E;Venda
260000;Ca n�Aurell;110;3;2;2364;No;No;_;No;No;Si;_;G;Venda
80000;Ca n�Anglada;75;3;1;1067;Si;No;1985;No;No;No;_;G;Venda
145000;Segle XX;95;3;1;1526;Si;No;_;No;No;No;1;D;Venda
80000;Ca n�Aurell;48;1;1;1667;Si;Si;2008;Si;No;Si;_;_;Venda
165000;Ca n�Aurell;50;2;1;3300;Si;Si;2021;No;No;Si;_;_;Venda
195000;Can Palet;153;2;1;1275;No;No;_;No;No;No;_;G;Venda
185000;Can Palet;153;2;1;1209;No;No;1935;No;No;No;_;_;Venda
185000;Can Palet;153;2;1;1209;No;No;_;No;No;No;_;_;Venda
126000;Can Palet;77;3;1;1636;No;No;1967;No;No;Si;_;D;Venda
265000;Cementiri Vell;100;4;2;2650;Si;No;_;Si;No;Si;_;G;Venda
244500;Sant Pere Nord;250;5;3;978;Si;No;_;No;No;No;_;G;Venda
106000;La Maurina;58;2;1;1828;Si;No;1940;No;No;No;_;G;Venda
149900;Poblenou-Zona Esportiva;95;1;1;1578;No;No;1970;No;No;No;_;G;Venda
117500;Torre-sana;43;1;1;2733;No;No;2007;No;No;Si;_;_;Venda
299000;Centre;190;5;2;1574;No;No;1910;No;No;No;2;G;Venda
420000;Ca n�Aurell;160;3;4;2625;Si;Si;_;Si;No;No;_;G;Venda
92000;Ca nﾴAnglada;78;3;1;1179;No;No;1968;No;No;No;_;G;Venda
199000;Ca n�Aurell;85;4;1;2341;Si;No;1975;No;No;Si;_;F;Venda
74900;Poblenou-Zona Esportiva;63;3;1;1189;No;No;1970;No;No;No;_;G;Venda
85000;Can Palet;97;4;1;876;No;No;1973;No;No;No;_;E;Venda
194000;Torre-sana;98;3;2;1980;Si;Si;2004;Si;No;Si;_;D;Venda
309000;Sant Pere Nord;285;6;3;1084;Si;No;2000;No;No;No;_;E;Venda
190000;Ca nﾴAnglada;_;_;_;_;No;No;_;No;No;No;_;G;Venda
199000;Ca n�Aurell;126;4;1;1579;Si;No;1964;No;No;Si;_;G;Venda
149000;Can Palet;85;2;1;1753;Si;Si;2000;No;No;Si;_;E;Venda
120000;Can Roca;48;1;1;2500;Si;No;2004;No;No;Si;_;C;Venda
110000;Can Boada;75;3;1;1467;No;No;_;No;No;Si;_;G;Venda
115500;Poblenou-Zona Esportiva;90;3;1;1283;Si;No;2008;No;No;No;_;G;Venda
116500;Les Arenes-La Gr�pia;75;3;1;1553;No;No;1970;No;No;No;_;G;Venda
100500;Sant Pere Nord;30;1;1;3350;Si;No;_;No;No;Si;_;G;Venda
379500;Centre;171;4;2;2219;Si;Si;1900;No;No;No;_;G;Venda
58000;La Maurina;50;1;1;1160;No;Si;_;No;No;Si;_;F;Venda
349000;Cementiri Vell;100;4;3;3490;Si;Si;2007;No;No;Si;4;G;Venda
84500;Ca n�Anglada;70;3;1;1207;Si;Si;1960;No;No;No;_;G;Venda
106000;La Maurina;109;3;1;972;Si;No;1978;No;No;No;_;F;Venda
208000;Poblenou-Zona Esportiva;112;3;2;1857;Si;Si;1950;No;No;No;_;E;Venda
244000;Can Roca;200;3;1;1220;Si;No;1965;No;No;No;_;E;Venda
114000;La Maurina;90;3;1;1267;No;No;1972;No;No;No;_;G;Venda
67900;Ca nﾴAnglada;57;3;1;1191;No;No;1956;No;No;No;_;G;Venda
195000;La Maurina;284;3;2;687;Si;No;1945;Si;No;No;_;G;Venda
227000;Centre;90;3;1;2522;Si;No;_;No;No;Si;4;G;Venda
153000;Ca nﾴAurell;111;4;1;1378;No;No;1961;No;No;No;_;E;Venda
294000;Poblenou-Zona Esportiva;170;4;2;1729;Si;Si;_;No;No;No;_;C;Venda
119900;Sant Pere Nord;94;3;1;1276;No;No;1960;No;No;No;_;G;Venda
199900;Ca n�Aurell;126;4;1;1587;Si;No;1964;No;No;Si;_;G;Venda
449000;Escoles;368;3;1;1220;Si;Si;1978;Si;No;No;3;E;Venda
131500;Ca nﾴAnglada;94;4;1;1399;No;No;1965;No;No;No;_;E;Venda
198000;Poblenou-Zona Esportiva;107;4;2;1850;Si;No;1986;No;No;Si;_;E;Venda
229900;Sant Pere;60;2;1;3832;Si;Si;2007;No;No;Si;_;G;Venda
182000;Sant Pere Nord;84;3;2;2167;Si;No;1996;No;No;No;_;G;Venda
121500;Sant Pere Nord;75;2;1;1620;Si;No;2007;No;No;Si;_;G;Venda
121500;Sant Pere Nord;75;2;1;1620;Si;No;2007;No;No;Si;_;G;Venda
78000;Ca n�Anglada;70;3;1;1114;No;No;1968;No;No;Si;_;G;Venda
105000;La Maurina;118;3;1;890;No;No;1966;Si;No;No;_;_;Venda
224000;Ca n�Anglada;212;4;2;1057;Si;No;1978;No;No;No;_;C;Venda
175000;Poblenou-Zona Esportiva;_;_;_;_;Si;Si;1984;No;No;Si;5;G;Venda
207000;Sant Pere Nord;82;3;2;2524;Si;Si;2021;Si;No;Si;1;G;Venda
194000;Sant Pere;93;3;1;2086;Si;No;1931;No;No;No;_;G;Venda
142000;Segle XX;_;_;_;_;Si;Si;1978;No;No;Si;_;E;Venda
185000;Centre;115;4;2;1609;No;No;1905;Si;No;No;_;G;Venda
65000;Segle XX;35;1;1;1857;No;No;_;No;No;No;_;F;Venda
110000;Ca n�Aurell;97;2;2;1134;Si;Si;1997;No;No;No;_;G;Venda
450000;Ca n�Aurell;210;3;3;2143;Si;Si;2022;Si;No;Si;_;G;Venda
224900;Centre;78;2;1;2883;Si;Si;2007;Si;No;Si;_;G;Venda
124900;Sant Pere Nord;84;3;1;1487;No;No;_;No;No;No;_;G;Venda
146000;Can Jofresa;120;4;2;1217;Si;No;_;No;No;Si;_;G;Venda
85000;Can Palet;98;4;1;867;Si;No;1973;No;No;No;_;E;Venda
149900;Poblenou-Zona Esportiva;95;2;1;1578;No;No;1970;No;No;No;_;G;Venda
214000;Ca n�Anglada;190;4;2;1126;Si;Si;_;No;No;No;_;F;Venda
216000;Can Palet;98;2;2;2204;Si;Si;2005;No;No;Si;_;E;Venda
94500;Torre-sana;40;1;1;2363;Si;No;_;No;No;Si;_;G;Venda
455000;Ca n�Aurell;373;6;4;1220;Si;Si;1964;Si;No;Si;_;G;Venda
189000;Segle XX;66;2;1;2864;Si;No;2000;Si;No;Si;2;G;Venda
82000;Ca n�Anglada;68;2;1;1206;Si;Si;1962;No;No;No;_;E;Venda
520000;Pere parres;330;5;4;1576;Si;Si;1990;Si;No;No;3;E;Venda
183960;Can Palet;87;3;2;2114;No;No;2007;No;No;Si;3;G;Venda
396000;Ca n�Aurell;190;3;2;2084;Si;No;_;No;No;No;_;E;Venda
229900;Cementiri Vell;60;2;1;3832;No;No;2007;No;No;Si;_;G;Venda
112000;Can Palet;69;2;1;1623;Si;Si;1998;No;No;Si;_;G;Venda
153000;Ca nﾴAurell;111;4;1;1378;No;No;1961;No;No;No;1;E;Venda
115000;X�quer;80;4;1;1438;Si;Si;1974;No;No;Si;2;G;Venda
89000;Can Boada;60;2;1;1483;No;No;1964;No;No;No;_;G;Venda
186000;Poblenou-Zona Esportiva;102;3;2;1824;Si;No;2002;Si;No;Si;_;E;Venda
287000;Centre;210;8;2;1367;Si;No;_;No;No;No;_;G;Venda
116000;Sant Lloren�;85;3;1;1365;Si;No;_;No;No;No;_;G;Venda
410000;Ca n�Aurell;272;4;4;1507;Si;Si;_;Si;No;No;_;G;Venda
